var,geo,group,t,n
regnet,GTM,Nicaragua,2023 Mar,628
regnet,GTM,Panama,2023 Mar,36
regnet,GTM,El Salvador,2023 Mar,24738
regnet,GTM,United States,2023 Mar,4316
regnet,GTM,Bolivarian Republic of Venezuela,2023 Mar,-38
regnet,GTM,Unknown,2023 Apr,-5
regnet,GTM,Europe,2023 Apr,-1461
regnet,GTM,Asia,2023 Apr,-82
regnet,GTM,Argentina,2023 Apr,21
regnet,GTM,Other Americas,2023 Apr,2207
regnet,GTM,Oceania,2023 Apr,-4
regnet,GTM,Africa,2023 Apr,21
regnet,GTM,Brazil,2023 Apr,1018
regnet,GTM,Canada,2023 Apr,-403
regnet,GTM,Colombia,2023 Apr,131
regnet,GTM,Cuba,2023 Apr,-20
regnet,GTM,Dominican Republic,2023 Apr,232
regnet,GTM,Ecuador,2023 Apr,197
regnet,GTM,Guatemala,2023 Apr,-15330
regnet,GTM,Honduras,2023 Apr,7058
regnet,GTM,Haiti,2023 Apr,7
regnet,GTM,Mexico,2023 Apr,279
regnet,GTM,Nicaragua,2023 Apr,621
regnet,GTM,Panama,2023 Apr,105
regnet,GTM,El Salvador,2023 Apr,29040
regnet,GTM,United States,2023 Apr,-6449
regnet,GTM,Bolivarian Republic of Venezuela,2023 Apr,22
regnet,GTM,Unknown,2023 May,9
regnet,GTM,Asia,2023 May,282
regnet,GTM,Africa,2023 May,17
regnet,GTM,Europe,2023 May,-1628
regnet,GTM,Argentina,2023 May,-52
regnet,GTM,Oceania,2023 May,31
regnet,GTM,Other Americas,2023 May,687
regnet,GTM,Brazil,2023 May,543
regnet,GTM,Canada,2023 May,-566
regnet,GTM,Colombia,2023 May,107
regnet,GTM,Cuba,2023 May,-3
regnet,GTM,Dominican Republic,2023 May,143
regnet,GTM,Ecuador,2023 May,228
regnet,GTM,Guatemala,2023 May,-9867
regnet,GTM,Honduras,2023 May,4270
regnet,GTM,Haiti,2023 May,-1
regnet,GTM,Mexico,2023 May,116
regnet,GTM,Nicaragua,2023 May,521
regnet,GTM,Panama,2023 May,41
regnet,GTM,El Salvador,2023 May,16306
regnet,GTM,United States,2023 May,856
regnet,GTM,Bolivarian Republic of Venezuela,2023 May,-24
regnet,GTM,Unknown,2023 Jun,-4
regnet,GTM,Asia,2023 Jun,63
regnet,GTM,Other Americas,2023 Jun,1913
regnet,GTM,Europe,2023 Jun,-391
regnet,GTM,Argentina,2023 Jun,31
regnet,GTM,Oceania,2023 Jun,-69
regnet,GTM,Africa,2023 Jun,-13
regnet,GTM,Brazil,2023 Jun,494
regnet,GTM,Canada,2023 Jun,-62
regnet,GTM,Colombia,2023 Jun,213
regnet,GTM,Cuba,2023 Jun,-74
regnet,GTM,Dominican Republic,2023 Jun,75
regnet,GTM,Ecuador,2023 Jun,329
regnet,GTM,Guatemala,2023 Jun,-28720
regnet,GTM,Honduras,2023 Jun,6352
regnet,GTM,Haiti,2023 Jun,0
regnet,GTM,Mexico,2023 Jun,-89
regnet,GTM,Nicaragua,2023 Jun,604
regnet,GTM,Panama,2023 Jun,39
regnet,GTM,El Salvador,2023 Jun,21489
regnet,GTM,United States,2023 Jun,13652
regnet,GTM,Bolivarian Republic of Venezuela,2023 Jun,-66
regnet,GTM,Unknown,2023 Jul,-3
regnet,GTM,Asia,2023 Jul,89
regnet,GTM,Europe,2023 Jul,2682
regnet,GTM,Argentina,2023 Jul,85
regnet,GTM,Other Americas,2023 Jul,2186
regnet,GTM,Oceania,2023 Jul,18
regnet,GTM,Africa,2023 Jul,19
regnet,GTM,Brazil,2023 Jul,701
regnet,GTM,Canada,2023 Jul,209
regnet,GTM,Colombia,2023 Jul,346
regnet,GTM,Cuba,2023 Jul,7
regnet,GTM,Dominican Republic,2023 Jul,162
regnet,GTM,Ecuador,2023 Jul,831
regnet,GTM,Guatemala,2023 Jul,7002
regnet,GTM,Honduras,2023 Jul,9189
regnet,GTM,Haiti,2023 Jul,3
regnet,GTM,Mexico,2023 Jul,1029
regnet,GTM,Nicaragua,2023 Jul,941
regnet,GTM,Panama,2023 Jul,268
regnet,GTM,El Salvador,2023 Jul,23774
regnet,GTM,United States,2023 Jul,-2546
regnet,GTM,Bolivarian Republic of Venezuela,2023 Jul,24
regnet,GTM,Unknown,2023 Aug,-5
regnet,GTM,Asia,2023 Aug,92
regnet,GTM,Europe,2023 Aug,-1955
regnet,GTM,Argentina,2023 Aug,-21
regnet,GTM,Other Americas,2023 Aug,2751
regnet,GTM,Oceania,2023 Aug,-11
regnet,GTM,Brazil,2023 Aug,697
regnet,GTM,Africa,2023 Aug,7
regnet,GTM,Canada,2023 Aug,-213
regnet,GTM,Colombia,2023 Aug,182
regnet,GTM,Cuba,2023 Aug,13
regnet,GTM,Dominican Republic,2023 Aug,167
regnet,GTM,Ecuador,2023 Aug,1237
regnet,GTM,Guatemala,2023 Aug,-12868
regnet,GTM,Honduras,2023 Aug,10863
regnet,GTM,Haiti,2023 Aug,2
regnet,GTM,Mexico,2023 Aug,-260
regnet,GTM,Nicaragua,2023 Aug,1234
regnet,GTM,Panama,2023 Aug,-7
regnet,GTM,El Salvador,2023 Aug,26472
regnet,GTM,United States,2023 Aug,-13355
regnet,GTM,Bolivarian Republic of Venezuela,2023 Aug,4
regnet,GTM,Unknown,2023 Sep,-8
regnet,GTM,Europe,2023 Sep,-198
regnet,GTM,Argentina,2023 Sep,-4
regnet,GTM,Other Americas,2023 Sep,2176
regnet,GTM,Oceania,2023 Sep,-11
regnet,GTM,Asia,2023 Sep,292
regnet,GTM,Africa,2023 Sep,1
regnet,GTM,Brazil,2023 Sep,519
regnet,GTM,Canada,2023 Sep,-49
regnet,GTM,Colombia,2023 Sep,62
regnet,GTM,Cuba,2023 Sep,5
regnet,GTM,Dominican Republic,2023 Sep,174
regnet,GTM,Ecuador,2023 Sep,2736
regnet,GTM,Guatemala,2023 Sep,-12309
regnet,GTM,Honduras,2023 Sep,10514
regnet,GTM,Haiti,2023 Sep,-28
regnet,GTM,Mexico,2023 Sep,8
regnet,GTM,Nicaragua,2023 Sep,2621
regnet,GTM,Panama,2023 Sep,-19
regnet,GTM,El Salvador,2023 Sep,26737
regnet,GTM,United States,2023 Sep,-1389
regnet,GTM,Bolivarian Republic of Venezuela,2023 Sep,-59
regnet,GTM,Unknown,2023 Oct,3
regnet,GTM,Europe,2023 Oct,1597
regnet,GTM,Asia,2023 Oct,157
regnet,GTM,Argentina,2023 Oct,-64
regnet,GTM,Other Americas,2023 Oct,1751
regnet,GTM,Oceania,2023 Oct,-33
regnet,GTM,Africa,2023 Oct,9
regnet,GTM,Brazil,2023 Oct,532
regnet,GTM,Canada,2023 Oct,430
regnet,GTM,Colombia,2023 Oct,-73
regnet,GTM,Cuba,2023 Oct,69
regnet,GTM,Dominican Republic,2023 Oct,383
regnet,GTM,Ecuador,2023 Oct,3012
regnet,GTM,Guatemala,2023 Oct,-2255
regnet,GTM,Honduras,2023 Oct,7501
regnet,GTM,Haiti,2023 Oct,-4
regnet,GTM,Mexico,2023 Oct,-122
regnet,GTM,Nicaragua,2023 Oct,2666
regnet,GTM,Panama,2023 Oct,85
regnet,GTM,El Salvador,2023 Oct,18117
regnet,GTM,United States,2023 Oct,745
regnet,GTM,Bolivarian Republic of Venezuela,2023 Oct,-23
regnet,GTM,Unknown,2023 Nov,-1
regnet,GTM,Asia,2023 Nov,272
regnet,GTM,Europe,2023 Nov,2431
regnet,GTM,Argentina,2023 Nov,8
regnet,GTM,Other Americas,2023 Nov,3246
regnet,GTM,Oceania,2023 Nov,138
regnet,GTM,Brazil,2023 Nov,591
regnet,GTM,Canada,2023 Nov,561
regnet,GTM,Africa,2023 Nov,9
regnet,GTM,Colombia,2023 Nov,414
regnet,GTM,Cuba,2023 Nov,1
regnet,GTM,Dominican Republic,2023 Nov,522
regnet,GTM,Ecuador,2023 Nov,3778
regnet,GTM,Guatemala,2023 Nov,-7826
regnet,GTM,Honduras,2023 Nov,8595
regnet,GTM,Haiti,2023 Nov,3
regnet,GTM,Mexico,2023 Nov,557
regnet,GTM,Nicaragua,2023 Nov,4629
regnet,GTM,Panama,2023 Nov,76
regnet,GTM,El Salvador,2023 Nov,30883
regnet,GTM,United States,2023 Nov,2379
regnet,GTM,Bolivarian Republic of Venezuela,2023 Nov,-8
regnet,GTM,Unknown,2023 Dec,-18
regnet,GTM,Asia,2023 Dec,93
regnet,GTM,Europe,2023 Dec,1613
regnet,GTM,Argentina,2023 Dec,-65
regnet,GTM,Other Americas,2023 Dec,5146
regnet,GTM,Oceania,2023 Dec,162
regnet,GTM,Africa,2023 Dec,15
regnet,GTM,Brazil,2023 Dec,586
regnet,GTM,Canada,2023 Dec,1111
regnet,GTM,Colombia,2023 Dec,-246
regnet,GTM,Cuba,2023 Dec,-6
regnet,GTM,Dominican Republic,2023 Dec,592
regnet,GTM,Ecuador,2023 Dec,3993
regnet,GTM,Guatemala,2023 Dec,-543
regnet,GTM,Honduras,2023 Dec,5138
regnet,GTM,Haiti,2023 Dec,3
regnet,GTM,Mexico,2023 Dec,771
regnet,GTM,Nicaragua,2023 Dec,4628
regnet,GTM,Panama,2023 Dec,187
regnet,GTM,El Salvador,2023 Dec,39328
regnet,GTM,United States,2023 Dec,22822
regnet,GTM,Bolivarian Republic of Venezuela,2023 Dec,-215
regnet,HND,Unknown,2025 Feb,-8
regnet,HND,Europe,2025 Feb,221
regnet,HND,Argentina,2025 Feb,-8
regnet,HND,Other Americas,2025 Feb,-182
regnet,HND,Oceania,2025 Feb,17
regnet,HND,Brazil,2025 Feb,2
regnet,HND,Canada,2025 Feb,256
regnet,HND,Asia,2025 Feb,121
regnet,HND,Africa,2025 Feb,7
regnet,HND,Colombia,2025 Feb,54
regnet,HND,Cuba,2025 Feb,8
regnet,HND,Dominican Republic,2025 Feb,-12
regnet,HND,Ecuador,2025 Feb,-53
regnet,HND,Guatemala,2025 Feb,-957
regnet,HND,Honduras,2025 Feb,1029
regnet,HND,Haiti,2025 Feb,0
regnet,HND,Mexico,2025 Feb,203
regnet,HND,Nicaragua,2025 Feb,9
regnet,HND,Panama,2025 Feb,-28
regnet,HND,El Salvador,2025 Feb,-779
regnet,HND,United States,2025 Feb,-336
regnet,HND,Bolivarian Republic of Venezuela,2025 Feb,-10
regnet,HND,Unknown,2025 Mar,-13
regnet,HND,Europe,2025 Mar,-328
regnet,HND,Argentina,2025 Mar,7
regnet,HND,Oceania,2025 Mar,-8
regnet,HND,Other Americas,2025 Mar,-79
regnet,HND,Brazil,2025 Mar,31
regnet,HND,Canada,2025 Mar,-937
regnet,HND,Asia,2025 Mar,35
regnet,HND,Africa,2025 Mar,4
regnet,HND,Colombia,2025 Mar,0
regnet,HND,Cuba,2025 Mar,2
regnet,HND,Dominican Republic,2025 Mar,26
regnet,HND,Ecuador,2025 Mar,7
regnet,HND,Guatemala,2025 Mar,-2596
regnet,HND,Honduras,2025 Mar,-5793
regnet,HND,Haiti,2025 Mar,-2
regnet,HND,Mexico,2025 Mar,-21
regnet,HND,Nicaragua,2025 Mar,-563
regnet,HND,Panama,2025 Mar,-119
regnet,HND,El Salvador,2025 Mar,-124
regnet,HND,United States,2025 Mar,-590
regnet,HND,Bolivarian Republic of Venezuela,2025 Mar,-125
regnet,HND,Unknown,2025 Apr,-65
regnet,HND,Africa,2025 Apr,-2
regnet,HND,Argentina,2025 Apr,-47
regnet,HND,Other Americas,2025 Apr,-18
regnet,HND,Oceania,2025 Apr,8
regnet,HND,Europe,2025 Apr,-355
regnet,HND,Asia,2025 Apr,-61
regnet,HND,Brazil,2025 Apr,4
regnet,HND,Canada,2025 Apr,-966
regnet,HND,Colombia,2025 Apr,-196
regnet,HND,Cuba,2025 Apr,18
regnet,HND,Dominican Republic,2025 Apr,8
regnet,HND,Ecuador,2025 Apr,27
regnet,HND,Guatemala,2025 Apr,-43
regnet,HND,Honduras,2025 Apr,-12013
regnet,HND,Haiti,2025 Apr,1
regnet,HND,Mexico,2025 Apr,-172
regnet,HND,Nicaragua,2025 Apr,-211
regnet,HND,Panama,2025 Apr,-56
regnet,HND,El Salvador,2025 Apr,397
regnet,HND,United States,2025 Apr,-4022
regnet,HND,Bolivarian Republic of Venezuela,2025 Apr,-26
regnet,MEX,Asia,2025 Jan,62092
regnet,MEX,Asia,2025 Feb,62494
regnet,MEX,Asia,2025 Mar,76893
regnet,MEX,Europe,2025 Jan,191882
regnet,MEX,Europe,2025 Feb,197387
regnet,MEX,Europe,2025 Mar,187699
regnet,MEX,Africa,2025 Jan,3315
regnet,MEX,Africa,2025 Feb,2931
regnet,MEX,Africa,2025 Mar,3014
regnet,MEX,Other Americas,2025 Jan,102671
regnet,MEX,Other Americas,2025 Feb,91869
regnet,MEX,Other Americas,2025 Mar,96428
regnet,MEX,Unknown,2025 Jan,4011
regnet,MEX,Unknown,2025 Feb,3592
regnet,MEX,Unknown,2025 Mar,4120
regnet,MEX,Argentina,2025 Jan,48425
regnet,MEX,Argentina,2025 Feb,39225
regnet,MEX,Argentina,2025 Mar,40520
regnet,MEX,Oceania,2025 Jan,7469
regnet,MEX,Oceania,2025 Feb,5113
regnet,MEX,Oceania,2025 Mar,6240
regnet,MEX,Brazil,2025 Jan,22198
regnet,MEX,Brazil,2025 Feb,14756
regnet,MEX,Brazil,2025 Mar,17118
regnet,MEX,Canada,2025 Jan,422489
regnet,MEX,Canada,2025 Feb,406078
regnet,MEX,Canada,2025 Mar,405479
regnet,MEX,Colombia,2025 Jan,48321
regnet,MEX,Colombia,2025 Feb,29425
regnet,MEX,Colombia,2025 Mar,35678
regnet,MEX,Cuba,2025 Jan,9295
regnet,MEX,Cuba,2025 Feb,6614
regnet,MEX,Cuba,2025 Mar,7576
regnet,MEX,Dominican Republic,2025 Jan,2557
regnet,MEX,Dominican Republic,2025 Feb,2200
regnet,MEX,Dominican Republic,2025 Mar,2307
regnet,MEX,Ecuador,2025 Jan,4304
regnet,MEX,Ecuador,2025 Feb,3444
regnet,MEX,Ecuador,2025 Mar,4806
regnet,MEX,El Salvador,2025 Jan,7150
regnet,MEX,El Salvador,2025 Feb,5782
regnet,MEX,El Salvador,2025 Mar,6403
regnet,MEX,United States,2025 Jan,1321522
regnet,MEX,United States,2025 Feb,1322214
regnet,MEX,United States,2025 Mar,1671530
regnet,MEX,Guatemala,2025 Jan,85797
regnet,MEX,Guatemala,2025 Feb,89558
regnet,MEX,Guatemala,2025 Mar,113588
regnet,MEX,Haiti,2025 Jan,747
regnet,MEX,Haiti,2025 Feb,387
regnet,MEX,Haiti,2025 Mar,469
regnet,MEX,Honduras,2025 Jan,5690
regnet,MEX,Honduras,2025 Feb,3903
regnet,MEX,Honduras,2025 Mar,3773
regnet,MEX,Nicaragua,2025 Jan,1841
regnet,MEX,Nicaragua,2025 Feb,1399
regnet,MEX,Nicaragua,2025 Mar,1411
regnet,MEX,Panama,2025 Jan,5637
regnet,MEX,Panama,2025 Feb,5553
regnet,MEX,Panama,2025 Mar,5457
regnet,MEX,Bolivarian Republic of Venezuela,2025 Jan,10603
regnet,MEX,Bolivarian Republic of Venezuela,2025 Feb,4767
regnet,MEX,Bolivarian Republic of Venezuela,2025 Mar,5476
regnet,PER,Unknown,2024 Jan,0
regnet,PER,Asia,2024 Jan,-1236
regnet,PER,Africa,2024 Jan,17
regnet,PER,Europe,2024 Jan,-1816
regnet,PER,Argentina,2024 Jan,1208
regnet,PER,Other Americas,2024 Jan,1316
regnet,PER,Oceania,2024 Jan,-455
regnet,PER,Brazil,2024 Jan,-3022
regnet,PER,Canada,2024 Jan,-1244
regnet,PER,Colombia,2024 Jan,206
regnet,PER,Cuba,2024 Jan,42
regnet,PER,Dominican Republic,2024 Jan,-52
regnet,PER,Ecuador,2024 Jan,-521
regnet,PER,Guatemala,2024 Jan,-81
regnet,PER,Honduras,2024 Jan,-20
regnet,PER,Haiti,2024 Jan,51
regnet,PER,Mexico,2024 Jan,-1190
regnet,PER,Nicaragua,2024 Jan,1
regnet,PER,Panama,2024 Jan,5
regnet,PER,El Salvador,2024 Jan,18
regnet,PER,United States,2024 Jan,-11349
regnet,PER,Bolivarian Republic of Venezuela,2024 Jan,46
regnet,PER,Unknown,2025 Jan,0
regnet,PER,Asia,2025 Jan,-1317
regnet,PER,Africa,2025 Jan,226
regnet,PER,Europe,2025 Jan,-4097
regnet,PER,Argentina,2025 Jan,776
regnet,PER,Other Americas,2025 Jan,3193
regnet,PER,Oceania,2025 Jan,-986
regnet,PER,Brazil,2025 Jan,-3455
regnet,PER,Canada,2025 Jan,-1080
regnet,PER,Colombia,2025 Jan,-739
regnet,PER,Cuba,2025 Jan,122
regnet,PER,Dominican Republic,2025 Jan,-160
regnet,PER,Ecuador,2025 Jan,-1231
regnet,PER,Guatemala,2025 Jan,-220
regnet,PER,Honduras,2025 Jan,-48
regnet,PER,Haiti,2025 Jan,-2
regnet,PER,Mexico,2025 Jan,-1238
regnet,PER,Nicaragua,2025 Jan,-8
regnet,PER,Panama,2025 Jan,10
regnet,PER,El Salvador,2025 Jan,67
regnet,PER,United States,2025 Jan,-12164
regnet,PER,Bolivarian Republic of Venezuela,2025 Jan,544
regnet,PER,Unknown,2024 Feb,0
regnet,PER,Other Americas,2024 Feb,-5462
regnet,PER,Asia,2024 Feb,808
regnet,PER,Europe,2024 Feb,389
regnet,PER,Argentina,2024 Feb,-2245
regnet,PER,Oceania,2024 Feb,-124
regnet,PER,Africa,2024 Feb,109
regnet,PER,Brazil,2024 Feb,-283
regnet,PER,Canada,2024 Feb,274
regnet,PER,Colombia,2024 Feb,347
regnet,PER,Cuba,2024 Feb,-55
regnet,PER,Dominican Republic,2024 Feb,18
regnet,PER,Ecuador,2024 Feb,955
regnet,PER,Guatemala,2024 Feb,-32
regnet,PER,Honduras,2024 Feb,6
regnet,PER,Haiti,2024 Feb,45
regnet,PER,Mexico,2024 Feb,-81
regnet,PER,Nicaragua,2024 Feb,10
regnet,PER,Panama,2024 Feb,-32
regnet,PER,El Salvador,2024 Feb,23
regnet,PER,United States,2024 Feb,353
regnet,PER,Bolivarian Republic of Venezuela,2024 Feb,-2108
regnet,PER,Unknown,2025 Feb,0
regnet,PER,Africa,2025 Feb,172
regnet,PER,Europe,2025 Feb,248
regnet,PER,Asia,2025 Feb,974
regnet,PER,Argentina,2025 Feb,-2303
regnet,PER,Other Americas,2025 Feb,-3950
regnet,PER,Oceania,2025 Feb,-163
regnet,PER,Brazil,2025 Feb,601
regnet,PER,Canada,2025 Feb,260
regnet,PER,Colombia,2025 Feb,1082
regnet,PER,Cuba,2025 Feb,38
regnet,PER,Dominican Republic,2025 Feb,49
regnet,PER,Ecuador,2025 Feb,2173
regnet,PER,Guatemala,2025 Feb,36
regnet,PER,Honduras,2025 Feb,-5
regnet,PER,Haiti,2025 Feb,20
regnet,PER,Mexico,2025 Feb,-10
regnet,PER,Nicaragua,2025 Feb,18
regnet,PER,Panama,2025 Feb,28
regnet,PER,El Salvador,2025 Feb,-29
regnet,PER,United States,2025 Feb,-194
regnet,PER,Bolivarian Republic of Venezuela,2025 Feb,-984
regnet,PER,Asia,2024 Mar,520
regnet,PER,Africa,2024 Mar,1802
regnet,PER,Europe,2024 Mar,3347
regnet,PER,Argentina,2024 Mar,462
regnet,PER,Other Americas,2024 Mar,-4581
regnet,PER,Oceania,2024 Mar,516
regnet,PER,Brazil,2024 Mar,510
regnet,PER,Canada,2024 Mar,-108
regnet,PER,Colombia,2024 Mar,1264
regnet,PER,Cuba,2024 Mar,-27
regnet,PER,Dominican Republic,2024 Mar,237
regnet,PER,Ecuador,2024 Mar,1275
regnet,PER,Guatemala,2024 Mar,60
regnet,PER,Honduras,2024 Mar,71
regnet,PER,Haiti,2024 Mar,30
regnet,PER,Mexico,2024 Mar,1744
regnet,PER,Nicaragua,2024 Mar,2
regnet,PER,Panama,2024 Mar,-88
regnet,PER,El Salvador,2024 Mar,35
regnet,PER,United States,2024 Mar,4965
regnet,PER,Bolivarian Republic of Venezuela,2024 Mar,-1854
regnet,PER,Unknown,2025 Mar,0
regnet,PER,Asia,2025 Mar,2276
regnet,PER,Africa,2025 Mar,779
regnet,PER,Europe,2025 Mar,317
regnet,PER,Argentina,2025 Mar,-1201
regnet,PER,Other Americas,2025 Mar,-8500
regnet,PER,Oceania,2025 Mar,428
regnet,PER,Brazil,2025 Mar,-250
regnet,PER,Canada,2025 Mar,-168
regnet,PER,Colombia,2025 Mar,1276
regnet,PER,Cuba,2025 Mar,12
regnet,PER,Dominican Republic,2025 Mar,133
regnet,PER,Ecuador,2025 Mar,-613
regnet,PER,Guatemala,2025 Mar,15
regnet,PER,Honduras,2025 Mar,57
regnet,PER,Haiti,2025 Mar,7
regnet,PER,Mexico,2025 Mar,426
regnet,PER,Nicaragua,2025 Mar,2
regnet,PER,Panama,2025 Mar,-189
regnet,PER,El Salvador,2025 Mar,11
regnet,PER,United States,2025 Mar,1751
regnet,PER,Bolivarian Republic of Venezuela,2025 Mar,-643
regnet,PER,Asia,2024 Apr,933
regnet,PER,Africa,2024 Apr,-763
regnet,PER,Europe,2024 Apr,-49
regnet,PER,Argentina,2024 Apr,-785
regnet,PER,Other Americas,2024 Apr,1532
regnet,PER,Oceania,2024 Apr,24
regnet,PER,Brazil,2024 Apr,1070
regnet,PER,Canada,2024 Apr,-74
regnet,PER,Colombia,2024 Apr,527
regnet,PER,Cuba,2024 Apr,-49
regnet,PER,Dominican Republic,2024 Apr,-18
regnet,PER,Ecuador,2024 Apr,-564
regnet,PER,Guatemala,2024 Apr,-44
regnet,PER,Honduras,2024 Apr,-61
regnet,PER,Haiti,2024 Apr,13
regnet,PER,Mexico,2024 Apr,-696
regnet,PER,Nicaragua,2024 Apr,7
regnet,PER,Panama,2024 Apr,-13
regnet,PER,El Salvador,2024 Apr,-8
regnet,PER,United States,2024 Apr,-3487
regnet,PER,Bolivarian Republic of Venezuela,2024 Apr,-1448
regnet,PER,Asia,2025 Apr,-372
regnet,PER,Africa,2025 Apr,459
regnet,PER,Europe,2025 Apr,4788
regnet,PER,Argentina,2025 Apr,625
regnet,PER,Other Americas,2025 Apr,3991
regnet,PER,Oceania,2025 Apr,615
regnet,PER,Brazil,2025 Apr,1622
regnet,PER,Canada,2025 Apr,-62
regnet,PER,Colombia,2025 Apr,736
regnet,PER,Cuba,2025 Apr,91
regnet,PER,Dominican Republic,2025 Apr,228
regnet,PER,Ecuador,2025 Apr,-128
regnet,PER,Guatemala,2025 Apr,69
regnet,PER,Honduras,2025 Apr,15
regnet,PER,Haiti,2025 Apr,0
regnet,PER,Mexico,2025 Apr,521
regnet,PER,Nicaragua,2025 Apr,16
regnet,PER,Panama,2025 Apr,44
regnet,PER,El Salvador,2025 Apr,23
regnet,PER,United States,2025 Apr,-827
regnet,PER,Bolivarian Republic of Venezuela,2025 Apr,-926
regnet,PER,Asia,2024 May,250
regnet,PER,Africa,2024 May,-11
regnet,PER,Europe,2024 May,-4582
regnet,PER,Argentina,2024 May,-33
regnet,PER,Other Americas,2024 May,936
regnet,PER,Oceania,2024 May,17
regnet,PER,Brazil,2024 May,1574
regnet,PER,Canada,2024 May,-722
regnet,PER,Colombia,2024 May,495
regnet,PER,Cuba,2024 May,-19
regnet,PER,Dominican Republic,2024 May,89
regnet,PER,Ecuador,2024 May,205
regnet,PER,Guatemala,2024 May,57
regnet,PER,Honduras,2024 May,7
regnet,PER,Haiti,2024 May,8
regnet,PER,Mexico,2024 May,18
regnet,PER,Nicaragua,2024 May,6
regnet,PER,Panama,2024 May,3
regnet,PER,El Salvador,2024 May,5
regnet,PER,United States,2024 May,6981
regnet,PER,Bolivarian Republic of Venezuela,2024 May,-1338
regnet,PER,Unknown,2024 Jun,0
regnet,PER,Asia,2024 Jun,252
regnet,PER,Africa,2024 Jun,-536
regnet,PER,Europe,2024 Jun,3367
regnet,PER,Argentina,2024 Jun,129
regnet,PER,Other Americas,2024 Jun,5502
regnet,PER,Oceania,2024 Jun,114
regnet,PER,Brazil,2024 Jun,-670
regnet,PER,Canada,2024 Jun,331
regnet,PER,Colombia,2024 Jun,2360
regnet,PER,Cuba,2024 Jun,-99
regnet,PER,Dominican Republic,2024 Jun,-16
regnet,PER,Ecuador,2024 Jun,383
regnet,PER,Guatemala,2024 Jun,155
regnet,PER,Honduras,2024 Jun,32
regnet,PER,Haiti,2024 Jun,1
regnet,PER,Mexico,2024 Jun,-66
regnet,PER,Nicaragua,2024 Jun,-6
regnet,PER,Panama,2024 Jun,8
regnet,PER,El Salvador,2024 Jun,54
regnet,PER,United States,2024 Jun,6036
regnet,PER,Bolivarian Republic of Venezuela,2024 Jun,-1402
regnet,PER,Africa,2024 Jul,786
regnet,PER,Europe,2024 Jul,7912
regnet,PER,Asia,2024 Jul,-440
regnet,PER,Argentina,2024 Jul,562
regnet,PER,Other Americas,2024 Jul,-2576
regnet,PER,Oceania,2024 Jul,-215
regnet,PER,Brazil,2024 Jul,-274
regnet,PER,Canada,2024 Jul,636
regnet,PER,Colombia,2024 Jul,-2145
regnet,PER,Cuba,2024 Jul,53
regnet,PER,Dominican Republic,2024 Jul,12
regnet,PER,Ecuador,2024 Jul,1419
regnet,PER,Guatemala,2024 Jul,-194
regnet,PER,Honduras,2024 Jul,19
regnet,PER,Haiti,2024 Jul,5
regnet,PER,Mexico,2024 Jul,1102
regnet,PER,Nicaragua,2024 Jul,-3
regnet,PER,Panama,2024 Jul,72
regnet,PER,El Salvador,2024 Jul,143
regnet,PER,United States,2024 Jul,-2914
regnet,PER,Bolivarian Republic of Venezuela,2024 Jul,-1858
regnet,PER,Asia,2024 Aug,715
regnet,PER,Africa,2024 Aug,-585
regnet,PER,Europe,2024 Aug,-6044
regnet,PER,Argentina,2024 Aug,-136
regnet,PER,Other Americas,2024 Aug,967
regnet,PER,Oceania,2024 Aug,519
regnet,PER,Brazil,2024 Aug,293
regnet,PER,Canada,2024 Aug,-804
regnet,PER,Colombia,2024 Aug,1031
regnet,PER,Cuba,2024 Aug,-79
regnet,PER,Dominican Republic,2024 Aug,114
regnet,PER,Ecuador,2024 Aug,1317
regnet,PER,Guatemala,2024 Aug,44
regnet,PER,Honduras,2024 Aug,-30
regnet,PER,Haiti,2024 Aug,6
regnet,PER,Mexico,2024 Aug,-669
regnet,PER,Nicaragua,2024 Aug,7
regnet,PER,Panama,2024 Aug,4
regnet,PER,El Salvador,2024 Aug,-193
regnet,PER,United States,2024 Aug,-6601
regnet,PER,Bolivarian Republic of Venezuela,2024 Aug,-410
regnet,PER,Asia,2024 Sep,88
regnet,PER,Africa,2024 Sep,244
regnet,PER,Europe,2024 Sep,-1444
regnet,PER,Argentina,2024 Sep,355
regnet,PER,Other Americas,2024 Sep,-2378
regnet,PER,Oceania,2024 Sep,190
regnet,PER,Brazil,2024 Sep,-184
regnet,PER,Canada,2024 Sep,-143
regnet,PER,Colombia,2024 Sep,174
regnet,PER,Cuba,2024 Sep,-66
regnet,PER,Dominican Republic,2024 Sep,-13
regnet,PER,Ecuador,2024 Sep,-1442
regnet,PER,Guatemala,2024 Sep,16
regnet,PER,Honduras,2024 Sep,288
regnet,PER,Haiti,2024 Sep,-3
regnet,PER,Mexico,2024 Sep,-122
regnet,PER,Nicaragua,2024 Sep,8
regnet,PER,Panama,2024 Sep,-62
regnet,PER,El Salvador,2024 Sep,17
regnet,PER,United States,2024 Sep,-4652
regnet,PER,Bolivarian Republic of Venezuela,2024 Sep,-1339
regnet,PER,Asia,2024 Oct,846
regnet,PER,Africa,2024 Oct,-297
regnet,PER,Europe,2024 Oct,-176
regnet,PER,Argentina,2024 Oct,-580
regnet,PER,Other Americas,2024 Oct,7472
regnet,PER,Oceania,2024 Oct,-290
regnet,PER,Brazil,2024 Oct,-1023
regnet,PER,Canada,2024 Oct,336
